id,case_no,time,shift,date,location,type
10955,B14-003914,1:00am,III,December11,2014, 8000 Block of Madison Blvd, THEFT 3RD DEGREE
10956,B14-003915,3:52pm,II,December11,2014, 100 Block of W Dublin Dr, THEFT 3RD DEGREE
10957,B14-003917,5:43pm,II,December11,2014, 100 Block of Boston Harbour Way, BURGLARY-3RD
10958,B09-001860,10:15am,I,August09,2009, 1000 Block of Woodbine Rd, DOMESTIC VIOLENCE 3RD
10959,B09-001861,12:45pm,I,August09,2009, 200 Block of Tweed Dr, THEFT 3RD  DEGREE
10960,B09-001864,2:41am,III,August10,2009, area of Emerald Forest, AUTO THEFT-1ST DEGREE
10961,B09-001866,8:15am,I,August10,2009, State Of Alabama, 8002 Highway  72 W, POSS. FORGED INSTRUMENT 1ST
10962,B09-001867,9:00am,I,August10,2009, Shell Minute Man # 316, 3490 Wall Triana Hwy, POSS. FORGED INSTRUMENT 2ND
10963,B09-001867,9:00am,I,I, Shell Minute Man # 316, 3490 Wall Triana Hwy, THEFT 3RD DEGREE
10964,B09-001868,10:40am,I,August10,2009, Publix Store 1185, 12070 County Line Rd, THEFT 3RD DEGREE
10965,B09-001869,5:00pm,II,August10,2009, area of Brandon Dr, HARASSMENT
10966,B09-001870,6:00pm,II,August10,2009, 100 Block of Portal Ln, CRIMINAL MISCHIEF-2ND
10967,B09-001870,6:00pm,II,II, 100 Block of Portal Ln, BURGLARY-3RD
10968,B09-001872,6:00pm,II,August10,2009, 200 Block of Kyser Blvd, THEFT 2ND  DEGREE
10969,B09-001874,11:40pm,III,August10,2009, Brocks Jewelers, 8760 Madison Blvd, ATTEMPTED BURGLARY-FORCE-NON-RESIDENCE
10970,B09-001876,12:25pm,I,August11,2009, 200 Block of Mose Chapel Rd, THEFT 3RD DEGREE
10971,B09-001877,1:30pm,I,August11,2009, 200 Block of Pin Oak Dr, THEFT 3RD DEGREE
10972,B09-001881,8:45am,I,August12,2009, 100 Block of Bridgefield Rd, THEFT 3RD DEGREE
10973,B09-001882,8:52am,I,August12,2009, 100 Block of Compass Point Dr, BREAKING AND ENTERING A VEHICLE
10974,B09-001883,9:30am,I,August12,2009, 100 Block of Spinnaker Cir, BREAKING AND ENTERING A VEHICLE
10975,B09-001884,9:30am,I,August12,2009, City Of Madison, 650 Hughes Rd, MINIMUM AGE PURCHASE, CONSUME, POSSESS, TRANSPORT ALCOHOL
10976,B09-001886,4:30pm,II,August12,2009, 200 Block of Topsail Ct, BREAKING AND ENTERING A VEHICLE
10977,B09-001886,4:30pm,II,II, 200 Block of Topsail Ct, THEFT 3RD DEGREE
10978,B09-001887,5:10pm,II,August12,2009, 4000 Block of Sullivan St, POSS. FORGED INSTRUMENT 2ND
10979,B09-001887,5:10pm,II,II, 4000 Block of Sullivan St, THEFT 1ST DEGREE
10980,B09-001888,7:23pm,II,August12,2009, 600 Block of Hughes Rd, THEFT 3RD DEGREE
10981,B09-001889,10:55pm,III,August12,2009, 200 Block of Gemini Dr, HARASSMENT
10982,B09-001890,10:55pm,III,August12,2009, 200 Block of Gemini Dr, CRIMINAL MISCHIEF-3RD
10983,B09-001892,3:00am,III,August13,2009, 700 Block of Seina Vista Dr, AGGRAVATED ASSAULT 1ST NON FAMILY STRONG ARM
10984,B09-001893,3:35am,III,August13,2009, 700 Block of Seina Vista Dr, AGGRAVATED ASSAULT 1ST NON FAMILY STRONG ARM
10985,B09-001894,4:55am,III,August13,2009, 700 Block of Seina Vista Dr, AGGRAVATED ASSAULT 1ST NON FAMILY STRONG ARM
10986,B09-001895,3:35am,III,August13,2009, 700 Block of Seina Vista Dr, CRIMINAL  MISCHIEF-1ST
10987,B09-001896,1:10pm,I,August13,2009, State Of Alabama, 3763 Sullivan St, POSS. FORGED INSTRUMENT 2ND
10988,B09-001897,2:50pm,II,August13,2009, 100 Block of Woodlawn Dr, BURGLARY-3RD
10989,B09-001897,2:50pm,II,II, 100 Block of Woodlawn Dr, CRIMINAL MISCHIEF-3RD
10990,B09-001898,3:21pm,II,August13,2009, Dollar General, 7950 Highway 72 W, THEFT 3RD DEGREE
10991,B09-001901,8:55pm,II,August13,2009, 100 Block of Shelton Rd, DOMESTIC VIOLENCE 2ND
10992,B09-001904,8:05am,I,August14,2009, 200 Block of Veranda Dr, THEFT 1ST DEGREE
10993,B09-001907,1:10pm,I,August14,2009, 300 Block of Glenwood Dr, BURGLARY-3RD
10994,B09-001907,1:10pm,I,I, 300 Block of Glenwood Dr, THEFT 2ND DEGREE
10995,B09-001908,7:20pm,II,August14,2009, 300 Block of Mercury Dr, THEFT 2ND  DEGREE
10996,B09-001911,12:16am,III,August15,2009, 2000 Block of Flagstone Dr, PUBLIC LEWDNESS
10997,B09-001915,11:30pm,III,August15,2009, 200 Block of De Jan Rd, CRIMINAL TRESPASS
10998,B14-003932,11:10am,I,December13,2014, State Of Alabama, 8006 Old Madison Pike, OBSTRUCTING JUSTICE-FALSE IDENTITY
10999,B14-003932,11:10am,I,I, State Of Alabama, 8006 Old Madison Pike, OTHER
11000,B14-003934,8:33pm,II,December13,2014, State Of Alabama, 8020 Madison Blvd, OBSTRUCTING JUSTICE-FALSE IDENTITY
11001,B14-003935,12:51am,III,December14,2014, 100 Block of Abby Ln, DV 3RD-HARASSMENT-FAMILY
11002,B14-003936,8:30am,I,December14,2014, 100 Block of Park Meadow Dr, DISCHARGING FIREARM INTO UNOCCUPIED DWELLING/VEHICLE
11003,B14-003936,8:30am,I,I, 100 Block of Park Meadow Dr, CRIMINAL MISCHIEF-2ND
11004,B14-003937,9:00am,I,December14,2014, 300 Block of Oak St, CRIMINAL MISCHIEF-3RD
11005,B14-003938,10:46am,I,December14,2014, 7000 Block of Old Madison Pike, DUTY UPON STRIKING UNATTENDED VEHICLE
11006,B14-003939,11:45am,I,December14,2014, 100 Block of Westscott Dr, DV 3RD-CRIMINAL MISCHIEF 3RD
11007,B14-003939,11:45am,I,I, 100 Block of Westscott Dr, DV 3RD-HARASSMENT-FAMILY
11008,B14-003941,7:20pm,II,December14,2014, 100 Block of Riddle St, CRIMINAL MISCHIEF-1ST
11009,B14-003942,7:20pm,II,December14,2014, 100 Block of Riddle St, CRIMINAL MISCHIEF-3RD
11010,B14-003943,8:12pm,II,December14,2014, 8000 Block of Highway 72 W, CRIMINAL MISCHIEF-3RD
11011,B14-003944,10:47pm,III,December14,2014, 100 Block of Silo Hill Rd, DUTY UPON STRIKING UNATTENDED VEHICLE.
11012,B14-003945,9:24pm,II,December14,2014, 4000 Block of Wall Triana Hwy, DV 3RD-HARASSMENT-FAMILY
11013,B14-003945,9:24pm,II,II, 4000 Block of Wall Triana Hwy, THEFT 3RD DEGREE
11014,B14-003945,9:24pm,II,II, 4000 Block of Wall Triana Hwy, INTERFERENCE WITH A DOMESTIC VIOLENCE EMERGENCY CALL
11015,B14-003946,11:49pm,III,December14,2014, 500 Block of Stella Dr, THEFT 3RD DEGREE
11016,B14-003946,11:49pm,III,III, 500 Block of Stella Dr, BURGLARY-3RD
11017,B14-003948,7:49am,I,December15,2014, 2000 Block of Flagstone Dr, DV 3RD-CRIMINAL MISCHIEF 3RD
11018,B14-003949,9:30am,I,December15,2014, Waterworks Automatic Sprinklers, 9754 Madison Blvd, THEFT 1ST DEGREE
11019,B14-003949,9:30am,I,I, Waterworks Automatic Sprinklers, 9754 Madison Blvd, CRIMINAL TRESPASS
11020,B14-003950,9:27am,I,December15,2014, City Of Madison, 8200 Highway 72 W, FIREARMS LICENSE REQUIRED
11021,B14-003952,11:45am,I,December15,2014, 100 Block of Hughes Rd, THEFT 3RD DEGREE
11022,B14-003953,2:00pm,II,December15,2014, 100 Block of College St, HARASSMENT
11023,B14-003954,1:45pm,I,December15,2014, 100 Block of Kendrick Ln, CRIMINAL MISCHIEF-2ND
11024,B14-003956,2:37pm,II,December15,2014, 100 Block of N Interlaken Dr, DISCHARGING FIREARM INTO OCCUPIED DWELLING/VEHICLE
11025,B14-003957,3:30pm,II,December15,2014, Bridgefield Home Owners Assoc., 100 Bridgefield Rd, THEFT 3RD DEGREE
11026,B14-003959,5:02pm,II,December15,2014, 100 Block of Chickasaw Tr, DV 3RD-CRIMINAL MISCHIEF 3RD
11027,B14-003960,5:02pm,II,December15,2014, 100 Block of Chickasaw Tr, DV 3RD-HARASSMENT-FAMILY
11028,B14-003961,5:02pm,II,December15,2014, 100 Block of Chickasaw Tr, DV 3RD-CRIMINAL MISCHIEF 3RD
11029,B14-003962,7:00pm,II,December15,2014, 8000 Block of Highway 72 W, ILLEGAL POSS/USE CREDIT CARD
11030,B14-003964,6:19pm,II,December15,2014, 4000 Block of Wall Triana Hwy, DV 3RD-HARASSMENT-FAMILY
11031,B14-003965,1:00pm,I,December16,2014, Target, 8207 Highway 72 W, THEFT 2ND DEGREE
11032,B14-003966,12:35pm,I,December16,2014, 300 Block of Gillespie Rd, HARASSMENT
11033,B14-003967,4:15pm,II,December16,2014, 100 Block of Equestrian Ln, IDENTITY THEFT
11034,B14-003968,6:30pm,II,December16,2014, 2000 Block of Flagstone Dr, DV 2ND-BURGLARY-2ND
11035,B14-003968,6:30pm,II,II, 2000 Block of Flagstone Dr, THEFT 2ND DEGREE
11036,B14-003969,6:30pm,II,December16,2014, 2000 Block of Flagstone Dr, VIOLATION OF A DOMESTIC VIOLENCE ORDER
11037,B14-003973,4:11am,III,December17,2014, 5000 Block of Wall Triana Hwy, DV 3RD-SIMPLE ASSAULT-FAMILY
11038,B14-003973,4:11am,III,III, 5000 Block of Wall Triana Hwy, DV 3RD-CRIMINAL MISCHIEF 2ND
11039,B14-003974,8:30am,I,December17,2014, 200 Block of Hughes Rd, BURGLARY-3RD
11040,B14-003974,8:30am,I,I, 200 Block of Hughes Rd, THEFT 3RD DEGREE
11041,B14-003975,10:15am,I,December17,2014, 100 Block of Michli Rd, UNLAWFUL BREAKING AND ENTERING A VEHICLE
11042,B14-003976,12:53pm,I,December17,2014, State Of Alabama, 4095 Lawsons Ridge Nw, HINDERING PROSECUTION 2ND
11043,B14-003977,1:48pm,I,December17,2014, 200 Block of Kyser Blvd, DV 3RD-HARASSING COMMUNICATIONS
11044,B14-003980,3:51pm,II,December17,2014, 200 Block of Sun Temple Dr, CRIMINAL MISCHIEF-2ND
11045,B14-003983,4:15pm,II,December17,2014, 100 Block of Angela Dr, HARASSMENT
11046,B14-003985,6:23pm,II,December17,2014, 200 Block of De Jan Rd, CRIMINAL MISCHIEF-3RD
11047,B14-003985,6:23pm,II,II, 200 Block of De Jan Rd, CRIMINAL TRESPASS 2ND
11048,B14-003986,7:52pm,II,December17,2014, 4000 Block of Wall Triana Hwy, THEFT 1ST DEGREE
11049,B14-003987,10:15pm,III,December17,2014, 100 Block of Star Chase Ln, CRIMINAL MISCHIEF-3RD
11050,B14-003989,8:15am,I,December18,2014, 100 Block of Michael Av, ROBBERY-1ST-RESIDENCE-GUN
11051,B14-003989,8:15am,I,I, 100 Block of Michael Av, BURGLARY-1ST
11052,B14-003990,8:15am,I,December18,2014, 100 Block of Michael Av, ROBBERY-1ST-RESIDENCE-GUN
11053,B14-003990,8:15am,I,I, 100 Block of Michael Av, BURGLARY-1ST
11054,B14-003991,10:30am,I,December18,2014, Hartlex Enterprises Inc, 181 Hughes Rd, BURGLARY-3RD
11055,B14-003991,10:30am,I,I, Hartlex Enterprises Inc, 181 Hughes Rd, THEFT 1ST DEGREE
11056,B14-003991,10:30am,I,I, Hartlex Enterprises Inc, 181 Hughes Rd, CRIMINAL MISCHIEF-1ST
11057,B14-003992,10:30am,I,December18,2014, 200 Block of Water Hill Rd, THEFT 2ND DEGREE
11058,B14-003992,10:30am,I,I, 200 Block of Water Hill Rd, UNLAWFUL BREAKING AND ENTERING A VEHICLE
11059,B14-003993,11:06am,I,December18,2014, 2000 Block of Flagstone Dr, POSSIBLE CHILD ABUSE
11060,B14-003994,10:30am,I,December18,2014, 100 Block of Hughes Rd, HARASSING COMMUNICATIONS
11061,B14-003995,12:50pm,I,December18,2014, 8000 Block of Madison Blvd, ILLEGAL POSS/USE CREDIT CARD
11062,B14-004010,10:02am,I,December20,2014, State Of Alabama, 6311 Sandia Blvd Nw, HINDERING PROSECUTION 2ND
11063,B14-004011,1:30am,III,December20,2014, 100 Block of Hughes Rd, STALKING 1ST
11064,B14-004016,11:24pm,III,December20,2014, 100 Block of Leathertree Ln, THEFT 2ND DEGREE
11065,B14-004020,11:01am,I,December21,2014, 200 Block of Greenspring Ln, UNLAWFUL BREAKING AND ENTERING A VEHICLE
11066,B14-004020,11:01am,I,I, 200 Block of Greenspring Ln, THEFT 2ND DEGREE
11067,B14-004021,12:10pm,I,December21,2014, 100 Block of Rainbow Glen Cir, UNLAWFUL BREAKING AND ENTERING A VEHICLE
11068,B14-004021,12:10pm,I,I, 100 Block of Rainbow Glen Cir, THEFT 2ND DEGREE
11069,B14-004022,12:25pm,I,December21,2014, Verizon, 130 Rainbow Glen Cir, THEFT 2ND DEGREE
11070,B14-004023,1:27pm,I,December21,2014, 100 Block of Greenspring Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
11071,B14-004023,1:27pm,I,I, 100 Block of Greenspring Dr, THEFT 2ND DEGREE
11072,B14-004024,3:53pm,II,December21,2014, 5000 Block of Wall Triana Hwy, CRIMINAL TRESPASS
11073,B14-004025,3:53pm,II,December21,2014, 5000 Block of Wall Triana Hwy, MENACING
11074,B14-004026,5:38pm,II,December21,2014, 200 Block of Church St, HARASSMENT
11075,B14-004029,10:00pm,III,December21,2014, 100 Block of Angela Dr, DV 3RD-HARASSMENT-FAMILY
11076,B14-004030,10:00pm,III,December21,2014, 100 Block of Angela Dr, HARASSING COMMUNICATIONS
11077,B14-004033,2:03am,III,December22,2014, City Of Madison, 200 Ivy Bank Cir, MINIMUM AGE PURCHASE, CONSUME, POSSESS, TRANSPORT ALCOHOL
11078,B14-004034,9:30am,I,December22,2014, 100 Block of Shelton Rd, RECKLESS ENDANGERMENT
11079,B14-004037,2:40pm,II,December22,2014, 100 Block of Stavemill Cir, THEFT 2ND DEGREE
11080,B14-004038,2:59pm,II,December22,2014, Windmill Beverages, 3764 Sullivan St, THEFT 3RD DEGREE
11081,B14-004039,9:04pm,II,December22,2014, City Of Madison, 8066 Madison Blvd, TAMPERING WITH PHYSICAL EVIDENCE
11082,B14-004039,9:04pm,II,II, City Of Madison, 8066 Madison Blvd, MINOR OBTAINING ALCOHOLIC BEVERAGE (UNDER 21)
11083,B14-004041,2:20am,III,December23,2014, State Of Alabama, 8890 Highway 72 W, DRIVING UNDER THE INFLUENCE (ALCOHOL)
11084,B14-004042,10:15am,I,December23,2014, 500 Block of Gooch Ln, CRIMINAL MISCHIEF-3RD
11085,B14-004043,9:28am,I,December23,2014, City Of Madison, 1539 Slaughter Rd, MAKING FALSE REPORT TO LAW ENFORCEMENT OFFICER
11086,B14-004046,6:30pm,II,December23,2014, 100 Block of Lake Crest Dr, VIOLATION OF A DOMESTIC VIOLENCE ORDER
11087,B14-004047,9:10am,I,December23,2014, 8000 Block of Madison Blvd, THEFT 2ND DEGREE
11088,B14-004048,9:10am,I,December23,2014, 8000 Block of Madison Blvd, THEFT 2ND DEGREE
11089,B14-004049,7:20pm,II,December23,2014, 100 Block of Bridletrace Ln, CHILD ABUSE
11090,B14-004050,10:50pm,III,December23,2014, State Of Alabama, Eastview Dr / Victoria Dr, MINIMUM AGE PURCHASE, CONSUME, POSSESS, TRANSPORT ALCOHOL
11091,B14-004052,11:33am,I,December24,2014, 100 Block of Hughes Rd, OTHER
11092,B14-004054,5:10pm,II,December24,2014, 100 Block of Bridgefield Rd, DV 2ND-STALKING
11093,B14-004054,5:10pm,II,II, 100 Block of Bridgefield Rd, THEFT 3RD DEGREE
11094,B14-004055,5:44pm,II,December24,2014, Big A, 9116 Madison Blvd, CRIMINAL MISCHIEF-3RD
11095,B14-004056,9:20pm,II,December24,2014, 3000 Block of Sullivan St, ROBBERY-1ST-BUSINESS-GUN
11096,B14-004057,9:20pm,II,December24,2014, Red Fish, 3764 Sullivan St, THEFT 3RD DEGREE
11097,B14-004058,9:00pm,II,December24,2014, State Of Alabama, 108 Madison Av, ATTEMPTING TO FLEE OR ELUDE POLICE OFFICER
11098,B14-004058,9:00pm,II,II, State Of Alabama, 108 Madison Av, RESISTING ARREST
11099,B14-004061,8:00pm,II,December25,2014, 100 Block of Little Oak, STALKING 2ND
11100,B14-004062,9:30pm,II,December25,2014, 100 Block of Kyser Blvd, DUTY UPON STRIKING A FIXED OBJECT
11101,B14-004067,12:09pm,I,December26,2014, 100 Block of Royal Dr, DUTY UPON STRIKING UNATTENDED VEHICLE.
11102,B14-004068,2:53pm,II,December26,2014, 100 Block of Royal Dr, THEFT 3RD DEGREE
11103,B14-004069,4:30pm,II,December26,2014, 900 Block of Portal Ln, DV 3RD-HARASSMENT-FAMILY
11104,B14-004070,6:41pm,II,December26,2014, 100 Block of Stoneway Cir, THEFT 2ND DEGREE
11105,B14-004071,5:56pm,II,December26,2014, 2000 Block of Flagstone Dr, DV 3RD-MENACING-KNIFE
11106,B14-004072,7:39pm,II,December26,2014, 100 Block of Millsford Dr, DV 3RD-HARASSMENT-FAMILY
11107,B14-004075,9:30pm,II,December26,2014, 700 Block of Walton Dr, BURGLARY-3RD
11108,B14-004075,9:30pm,II,II, 700 Block of Walton Dr, THEFT 2ND DEGREE
11109,B14-004078,8:15am,I,December27,2014, State Of Alabama, 102-A Arlington Dr, ALTER FIREARM ID NUMBER
11110,B14-004078,8:15am,I,I, State Of Alabama, 102-A Arlington Dr, CERTAIN PERSONS FORBIDDEN TO POSSESS PISTOL
11111,B14-004079,10:36am,I,December27,2014, 8000 Block of Madison Blvd, THEFT OF LOST PROPERTY-3RD
11112,B14-004080,1:27pm,I,December27,2014, 100 Block of Jarrett Ln, DV 3RD-HARASSMENT-FAMILY
11113,B14-004081,3:14pm,II,December27,2014, Kays Beauty Supply, 7837 Highway 72 W, THEFT 3RD DEGREE
11114,B14-004082,3:14pm,II,December27,2014, 7000 Block of Highway 72 W, ROBBERY-2ND-BUSINESS-STRONG ARM
11115,B14-004083,7:19pm,II,December27,2014, City Of Madison, 101 Collington Pl, MAKING FALSE REPORT TO LAW ENFORCEMENT OFFICER
11116,B14-004086,8:43am,I,December28,2014, 100 Block of Michael Av, DV 3RD-HARASSMENT-FAMILY
11117,B14-004087,10:23am,I,December28,2014, 7000 Block of Old Madison Pike, DV 3RD-HARASSING COMMUNICATIONS
11118,B14-004088,10:45am,I,December28,2014, 100 Block of Michael Av, DV 3RD-CRIMINAL MISCHIEF 3RD
11119,B14-004089,3:27pm,II,December28,2014, 100 Block of Dartford Dr, THEFT 2ND DEGREE
11120,B14-004091,10:36pm,III,December28,2014, 8000 Block of Madison Blvd, DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION INJURY
11121,B14-004091,10:36pm,III,III, 8000 Block of Madison Blvd, DV 3RD-SIMPLE ASSAULT-FAMILY
11122,B14-004092,10:36pm,III,December28,2014, 8000 Block of Madison Blvd, THEFT 3RD DEGREE
11123,B14-004094,2:30pm,II,December29,2014, 300 Block of Holly Springs Dr, FORGERY 2ND
11124,B14-004094,2:30pm,II,II, 300 Block of Holly Springs Dr, THEFT 2ND DEGREE
11125,B14-004096,4:19pm,II,December29,2014, 200 Block of Kyser Blvd, DV 3RD-HARASSMENT-FAMILY
11126,B14-004098,8:35pm,II,December29,2014, 2000 Block of Liberty Dr, HARASSING COMMUNICATIONS
11127,B14-004102,11:24am,I,December30,2014, Ability Plus Inc., 111 Research Blvd, THEFT 2ND DEGREE
11128,B14-004103,11:50am,I,December30,2014, 5000 Block of Wall Triana Hwy, UNLAWFUL BREAKING AND ENTERING A VEHICLE
11129,B14-004103,11:50am,I,I, 5000 Block of Wall Triana Hwy, THEFT 2ND DEGREE
11130,B14-004104,3:40pm,II,December30,2014, 100 Block of Collington Pl, THEFT 2ND DEGREE
11131,B14-004105,5:15pm,II,December30,2014, 100 Block of Darroby Dr, FORGERY 2ND
11132,B14-004105,5:15pm,II,II, 100 Block of Darroby Dr, THEFT 1ST DEGREE
11133,B14-004107,8:12pm,II,December30,2014, 900 Block of Continental Dr, THEFT 1ST DEGREE
11134,B14-004108,8:05pm,II,December30,2014, 100 Block of Windy Way Dr, THEFT 1ST DEGREE
11135,B14-004109,11:53pm,III,December30,2014, 100 Block of Bridgefield Rd, DV 3RD-HARASSMENT-FAMILY
11136,B14-004111,12:33am,III,December31,2014, 7000 Block of Old Madison Pike, DV 3RD-CRIMINAL MISCHIEF 3RD
11137,B14-004114,7:35am,I,December31,2014, Verizon Wireless, 8498 Madison Blvd, BURGLARY-3RD
11138,B14-004114,7:35am,I,I, Verizon Wireless, 8498 Madison Blvd, THEFT 2ND DEGREE
11139,B14-004116,8:00am,I,December31,2014, 800 Block of Shelton Rd, BURGLARY-3RD
11140,B14-004116,8:00am,I,I, 800 Block of Shelton Rd, THEFT 2ND DEGREE
11141,B14-004118,9:10am,I,December31,2014, Last Resort Guns, Inc., 10849 County Line Rd, POSS. FORGED INSTRUMENT 2ND
11142,B14-004119,11:10am,I,December31,2014, 100 Block of Hylis Cir, THEFT 2ND DEGREE
11143,B14-004121,11:30am,I,December31,2014, 7000 Block of Old Madison Pike, CRIMINAL MISCHIEF-3RD
11144,B14-004125,5:09pm,II,December31,2014, 100 Block of Bridletrace Ln, THEFT 1ST DEGREE
11145,B14-004127,11:29pm,III,December31,2014, 100 Block of Hughes Rd, DV 3RD-SIMPLE ASSAULT-FAMILY
11146,B15-000004,3:30am,III,January01,2015, 7000 Block of Old Madison Pike, DV 3RD-HARASSING COMMUNICATIONS
11147,B15-000008,3:00pm,II,January01,2015, Walmart Super Center #2690, 8650 Madison Blvd, THEFT 3RD DEGREE
11148,B15-000013,11:24pm,III,January01,2015, 300 Block of Waters Edge Ln, DV 3RD-HARASSMENT-FAMILY
11149,B15-000362,9:03am,I,February06,2015, Dhl Global Mail, 9312 Madison Blvd, THEFT 1ST DEGREE
11150,B15-000363,9:09am,I,February06,2015, 100 Block of Jetplex Ln, THEFT 2ND DEGREE
11151,B15-000364,10:25am,I,February06,2015, 8000 Block of Highway 72 W,   THEFT 2ND DEGREE
11152,B15-000364,10:25am,I,I, 8000 Block of Highway 72 W,   ILLEGAL POSS/USE CREDIT CARD
11153,B15-000365,1:20pm,I,February06,2015, Midsouth Vending, 7920 Highway 72 W,   UNLAWFUL BREAKING AND ENTERING A VEHICLE
11154,B15-000365,1:20pm,I,I, Midsouth Vending, 7920 Highway 72 W,   THEFT 1ST DEGREE
11155,B15-000366,1:26pm,I,February06,2015, 100 Block of Michael Av,   THEFT 2ND DEGREE
11156,B15-000366,1:26pm,I,I, 100 Block of Michael Av,   IDENTITY THEFT
11157,B15-000370,8:30pm,II,February06,2015, State Of Alabama, 411 Hughes Rd, POSS. FORGED INSTRUMENT 2ND
11158,B15-000371,8:13pm,II,February06,2015, 200 Block of Water Hill Rd,   UNLAWFUL BREAKING AND ENTERING A VEHICLE
11159,B15-000371,8:13pm,II,II, 200 Block of Water Hill Rd,   THEFT 2ND DEGREE
11160,B15-000372,8:30pm,II,February06,2015, State Of Alabama, 100 Hughes Rd, POSS. FORGED INSTRUMENT 2ND
11161,B15-000373,11:59pm,III,February06,2015, City Of Madison, 8375 Highway 72 W, DISORDERLY CONDUCT
11162,B15-000376,5:20pm,II,February07,2015, 600 Block of Hughes Rd, THEFT 2ND DEGREE
11163,B15-000377,7:12pm,II,February07,2015, 600 Block of Hughes Rd, THEFT 2ND DEGREE
11164,B15-000379,8:30pm,II,February07,2015, 600 Block of Hughes Rd, THEFT 3RD DEGREE
11165,B15-000380,9:24pm,II,February07,2015, 200 Block of Harborview Dr, THEFT 2ND DEGREE
11166,B15-000381,1:01am,III,February08,2015, City Of Madison, Madison Blvd, MINOR IN POSSESSION OF ALCOHOL
11167,B15-000383,3:31pm,II,February08,2015, 100 Block of Roema Dr, CRIMINAL MISCHIEF-3RD
11168,B15-000384,6:37pm,II,February08,2015, 100 Block of Malor Cir, DV 3RD-HARASSMENT-FAMILY
11169,B15-000385,9:11pm,II,February08,2015, 100 Block of E Inwood Cir,   THEFT 1ST DEGREE
11170,B15-000385,9:11pm,II,II, 100 Block of E Inwood Cir,   BURGLARY-3RD
11171,B15-000386,8:30am,I,February09,2015, 200 Block of Mill Walk Ct, POSSIBLE CHILD ABUSE
11172,B15-000387,9:22am,I,February09,2015, 300 Block of Shelton Rd, DUTY UPON STRIKING UNATTENDED VEHICLE.
11173,B15-000388,9:57am,I,February09,2015, Murphy Homes, 31 Green Creek Rd,   BURGLARY-3RD
11174,B15-000388,9:57am,I,I, Murphy Homes, 31 Green Creek Rd,   THEFT 1ST DEGREE
11175,B15-000391,1:41pm,I,February09,2015, 8000 Block of Madison Blvd,   UNLAWFUL BREAKING AND ENTERING A VEHICLE
11176,B15-000391,1:41pm,I,I, 8000 Block of Madison Blvd,   THEFT 2ND DEGREE
11177,B15-000392,2:06pm,II,February09,2015, 200 Block of Brockton Dr, THEFT 3RD DEGREE
11178,B15-000393,2:07pm,II,February09,2015, 100 Block of Royal Dr, POSSIBLE CHILD ABUSE
11179,B15-000395,2:31pm,II,February09,2015, 100 Block of Malor Cir, DV 3RD-HARASSMENT-FAMILY
11180,B15-000396,3:00pm,II,February09,2015, 3000 Block of Sullivan St, DUTY UPON STRIKING UNATTENDED VEHICLE
11181,B15-000398,5:40pm,II,February09,2015, area of Madison Blvd / Wall Triana Hwy, DUTY TO GIVE INFORMATION TO RENDER AID
11182,B15-000401,8:30am,I,February10,2015, 300 Block of Autumn Ln, AUTO THEFT-1ST DEGREE
